same_love_language,ambition_diff,emotional_expressiveness_diff,spontaneity_diff,overall_match_score,personality_distance_sum
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
1,0.050000000000000044,0.04999999999999993,0.04999999999999999,0.9561,0.18999999999999972
