same_love_language,ambition_diff,emotional_expressiveness_diff,spontaneity_diff,overall_match_score,personality_distance_sum
0,0.0,0.08999999999999997,0.6299999999999999,0.61,1.27
0,0.10999999999999999,0.030000000000000027,0.010000000000000009,0.75,0.31000000000000016
0,0.15000000000000002,0.10999999999999999,0.6599999999999999,0.6679999999999999,0.74
0,0.13,0.25,0.48000000000000004,0.621,0.89
0,0.18000000000000005,0.38000000000000006,0.16999999999999993,0.402,1.1700000000000002
0,0.19999999999999998,0.27999999999999997,0.04999999999999993,0.491,1.17
0,0.09999999999999998,0.06,0.06,0.747,1.06
0,0.10999999999999999,0.14,0.43,0.58,0.73
0,0.2899999999999999,0.15000000000000002,0.37,0.664,0.9900000000000002
1,0.48,0.44,0.10999999999999999,0.633,1.28
0,0.0,0.07999999999999996,0.27,0.763,1.6800000000000002
0,0.21999999999999997,0.43000000000000005,0.26,0.78,0.97
1,0.17999999999999997,0.35,0.44999999999999996,0.591,1.2
1,0.08999999999999997,0.59,0.6200000000000001,0.584,0.76
1,0.0,0.05999999999999994,0.020000000000000018,0.784,1.7999999999999998
1,0.34,0.08999999999999997,0.22,0.773,0.8099999999999999
0,0.35000000000000003,0.02999999999999997,0.22999999999999998,0.5539999999999999,1.06
0,0.0,0.34,0.12,0.581,0.53
0,0.15000000000000002,0.59,0.10999999999999999,0.53,1.38
0,0.19999999999999996,0.04999999999999993,0.2899999999999999,0.5870000000000001,0.72
0,0.35000000000000003,0.18,0.15000000000000002,0.624,1.4400000000000002
0,0.0,0.16999999999999998,0.42000000000000004,0.588,0.77
0,0.040000000000000036,0.38999999999999996,0.24,0.759,1.69
0,0.26,0.4000000000000001,0.18000000000000005,0.539,0.88
1,0.10999999999999999,0.009999999999999995,0.06999999999999995,0.7879999999999999,1.0
1,0.08999999999999997,0.56,0.010000000000000009,0.7509999999999999,1.5500000000000003
0,0.18000000000000005,0.48,0.010000000000000009,0.603,1.02
0,0.010000000000000009,0.04999999999999999,0.010000000000000009,0.691,0.9000000000000001
0,0.37000000000000005,0.020000000000000018,0.050000000000000044,0.664,0.7400000000000001
0,0.48999999999999994,0.37,0.10000000000000003,0.648,0.59
0,0.14000000000000007,0.040000000000000036,0.09999999999999998,0.713,1.34
0,0.39,0.31,0.13,0.61,1.2999999999999998
0,0.2,0.0,0.6599999999999999,0.721,1.58
0,0.07,0.35000000000000003,0.12,0.7020000000000001,0.31
0,0.29000000000000004,0.06,0.69,0.483,0.71
0,0.06999999999999995,0.21000000000000008,0.47,0.57,0.8300000000000001
0,0.45999999999999996,0.39,0.08000000000000002,0.682,0.65
0,0.08999999999999997,0.08000000000000002,0.010000000000000009,0.736,0.84
0,0.18,0.05999999999999994,0.15000000000000002,0.698,0.52
0,0.18,0.4099999999999999,0.22999999999999998,0.542,0.6199999999999999
0,0.21999999999999997,0.18,0.22999999999999998,0.68,1.0
1,0.10999999999999999,0.33000000000000007,0.03999999999999998,0.797,0.41000000000000003
0,0.010000000000000009,0.21999999999999997,0.39999999999999997,0.82,1.4299999999999997
0,0.039999999999999925,0.64,0.22000000000000003,0.611,0.91
0,0.13999999999999999,0.47,0.06999999999999999,0.698,0.81
0,0.25000000000000006,0.3,0.44999999999999996,0.574,1.46
1,0.36,0.22999999999999998,0.15000000000000002,0.634,1.31
0,0.020000000000000018,0.02999999999999997,0.6,0.615,0.8300000000000001
0,0.52,0.21000000000000002,0.18999999999999995,0.6509999999999999,1.33
1,0.07999999999999996,0.33,0.27,0.89,1.1
0,0.15999999999999998,0.43000000000000005,0.24,0.45899999999999996,1.2600000000000002
0,0.12,0.05999999999999994,0.31,0.547,0.77
0,0.26999999999999996,0.030000000000000027,0.30000000000000004,0.7490000000000001,1.3599999999999999
0,0.04999999999999999,0.30000000000000004,0.59,0.624,1.73
0,0.41000000000000003,0.12999999999999998,0.30000000000000004,0.608,0.6900000000000001
0,0.36,0.020000000000000018,0.56,0.594,0.9500000000000001
0,0.34,0.33999999999999997,0.21999999999999997,0.495,1.98
0,0.09000000000000002,0.27999999999999997,0.20999999999999996,0.7,0.24999999999999994
0,0.18000000000000005,0.6499999999999999,0.72,0.555,0.40000000000000013
0,0.19,0.24,0.47,0.561,1.36
1,0.36999999999999994,0.040000000000000036,0.10999999999999999,0.643,1.04
0,0.16000000000000003,0.4600000000000001,0.010000000000000009,0.7829999999999999,1.08
0,0.050000000000000044,0.09000000000000002,0.08999999999999997,0.757,0.98
0,0.54,0.0,0.23999999999999994,0.621,0.7600000000000001
0,0.31,0.38,0.27999999999999997,0.62,0.7000000000000001
0,0.17000000000000004,0.63,0.17000000000000004,0.47,1.01
0,0.030000000000000027,0.10999999999999999,0.36,0.5379999999999999,1.1300000000000001
1,0.17000000000000004,0.07000000000000006,0.26,0.53,0.99
0,0.08999999999999997,0.08999999999999997,0.12,0.746,1.43
0,0.07000000000000006,0.5599999999999999,0.33999999999999997,0.652,1.13
0,0.31999999999999995,0.15000000000000002,0.04999999999999993,0.6759999999999999,0.7900000000000001
0,0.38999999999999996,0.43000000000000005,0.14,0.618,1.6400000000000001
0,0.11000000000000004,0.1200000000000001,0.22999999999999998,0.532,1.02
0,0.07999999999999996,0.52,0.020000000000000018,0.57,1.28
0,0.040000000000000036,0.51,0.69,0.36,1.32
0,0.12,0.13,0.21999999999999997,0.616,1.05
0,0.24,0.18999999999999995,0.03999999999999998,0.649,1.3699999999999999
0,0.32999999999999996,0.5199999999999999,0.25,0.6,0.7100000000000001
1,0.21999999999999997,0.16999999999999993,0.2700000000000001,0.573,1.0999999999999999
0,0.14,0.14,0.7000000000000001,0.48700000000000004,1.3
0,0.08999999999999997,0.51,0.18000000000000005,0.539,1.5100000000000002
0,0.10000000000000003,0.4600000000000001,0.5700000000000001,0.493,1.7199999999999998
0,0.32,0.33,0.08999999999999997,0.698,0.6000000000000001
1,0.33999999999999997,0.45999999999999996,0.37,0.605,1.9099999999999997
0,0.31999999999999995,0.3,0.26,0.541,1.9700000000000002
0,0.22000000000000003,0.010000000000000009,0.41999999999999993,0.669,1.03
0,0.24,0.21000000000000002,0.030000000000000027,0.6729999999999999,1.4
1,0.43999999999999995,0.010000000000000009,0.47,0.48,1.7200000000000002
0,0.37,0.040000000000000036,0.18,0.47,1.08
1,0.14,0.050000000000000044,0.51,0.87,0.72
0,0.27999999999999997,0.2,0.14,0.6709999999999999,0.6099999999999999
1,0.08000000000000007,0.15999999999999992,0.48000000000000004,0.872,0.77
1,0.21999999999999997,0.64,0.019999999999999907,0.75,1.2199999999999998
0,0.55,0.21000000000000008,0.53,0.51,1.25
1,0.42,0.1499999999999999,0.20000000000000007,0.5770000000000001,1.35
0,0.06999999999999995,0.72,0.19999999999999996,0.537,1.4100000000000001
0,0.020000000000000018,0.33999999999999997,0.43,0.525,1.4
1,0.05999999999999994,0.47000000000000003,0.28,0.797,0.62
0,0.06,0.22999999999999998,0.07999999999999996,0.68,1.35
1,0.3,0.08000000000000002,0.27999999999999997,0.85,1.07
0,0.31,0.11000000000000001,0.04999999999999993,0.684,0.8999999999999999
0,0.15000000000000008,0.6100000000000001,0.36,0.742,1.1800000000000002
0,0.09999999999999998,0.38999999999999996,0.24999999999999994,0.545,0.78
0,0.25,0.17999999999999994,0.15999999999999998,0.606,1.04
0,0.010000000000000009,0.1,0.010000000000000009,0.8390000000000001,0.7899999999999999
0,0.10999999999999999,0.08999999999999997,0.36,0.635,0.74
0,0.22000000000000003,0.36,0.28,0.568,0.38999999999999985
0,0.18999999999999997,0.41,0.28,0.578,1.4300000000000002
1,0.24999999999999997,0.41,0.12,0.601,0.9099999999999999
0,0.41000000000000003,0.06,0.18000000000000005,0.6629999999999999,0.6500000000000001
0,0.09999999999999998,0.16999999999999998,0.58,0.522,0.91
0,0.08000000000000002,0.26999999999999996,0.26,0.588,1.25
0,0.10999999999999999,0.35000000000000003,0.18,0.633,1.19
0,0.21000000000000002,0.51,0.49,0.57,0.9799999999999999
0,0.15000000000000002,0.23000000000000004,0.06999999999999995,0.6729999999999999,0.8
0,0.12,0.31,0.13,0.7290000000000001,0.5199999999999999
1,0.03999999999999998,0.010000000000000009,0.42000000000000004,0.613,1.1999999999999997
0,0.17999999999999994,0.19,0.37999999999999995,0.56,1.1
0,0.16999999999999998,0.36,0.41000000000000003,0.6559999999999999,1.02
0,0.050000000000000044,0.39999999999999997,0.20999999999999996,0.628,0.6499999999999999
0,0.14,0.15000000000000002,0.65,0.638,0.7900000000000001
1,0.20999999999999996,0.039999999999999925,0.95,0.838,1.1400000000000001
1,0.04999999999999993,0.26999999999999996,0.11000000000000001,0.6409999999999999,0.9400000000000001
0,0.23999999999999996,0.29000000000000004,0.29000000000000004,0.506,0.8500000000000001
0,0.32,0.05999999999999994,0.05999999999999994,0.769,0.8200000000000001
0,0.030000000000000027,0.6599999999999999,0.07999999999999996,0.6409999999999999,1.1300000000000001
0,0.35,0.010000000000000009,0.21999999999999997,0.6990000000000001,1.29
0,0.040000000000000036,0.27999999999999997,0.43999999999999995,0.49,0.74
0,0.01999999999999999,0.09000000000000002,0.42,0.534,1.2599999999999998
1,0.030000000000000027,0.27,0.02999999999999997,0.862,0.20000000000000007
0,0.33,0.009999999999999981,0.10999999999999999,0.564,0.9
1,0.45999999999999996,0.31000000000000005,0.19,0.643,0.9799999999999998
0,0.09999999999999998,0.21999999999999997,0.030000000000000027,0.759,0.7499999999999999
1,0.38999999999999996,0.16000000000000003,0.19999999999999996,0.7829999999999999,0.5499999999999998
0,0.41000000000000003,0.16000000000000003,0.72,0.653,0.73
0,0.04999999999999999,0.29,0.21999999999999997,0.47600000000000003,0.93
0,0.09999999999999998,0.87,0.30000000000000004,0.573,1.25
0,0.03999999999999998,0.19999999999999996,0.25999999999999995,0.624,0.6699999999999999
0,0.21999999999999997,0.37000000000000005,0.36,0.784,1.46
0,0.16000000000000003,0.6799999999999999,0.13,0.46299999999999997,1.4100000000000001
0,0.22000000000000003,0.10999999999999999,0.24,0.667,0.53
1,0.08000000000000002,0.07000000000000006,0.32000000000000006,0.669,0.84
0,0.11000000000000004,0.36,0.29000000000000004,0.6659999999999999,1.3
0,0.14,0.0,0.25000000000000006,0.637,1.0699999999999998
0,0.010000000000000009,0.24,0.55,0.478,1.69
1,0.77,0.10999999999999999,0.23,0.6890000000000001,0.79
0,0.06999999999999995,0.20999999999999996,0.2,0.617,1.19
0,0.13999999999999996,0.4600000000000001,0.12,0.7440000000000001,1.4200000000000002
0,0.030000000000000027,0.28,0.019999999999999907,0.6970000000000001,0.9400000000000001
0,0.08999999999999997,0.39999999999999997,0.30000000000000004,0.544,0.5300000000000001
0,0.06999999999999995,0.19000000000000006,0.27999999999999997,0.622,0.95
0,0.27999999999999997,0.06000000000000005,0.17000000000000004,0.742,0.6300000000000001
0,0.12,0.5700000000000001,0.04999999999999999,0.715,1.5199999999999998
0,0.16999999999999998,0.32,0.25,0.39799999999999996,1.5599999999999998
0,0.17000000000000004,0.37999999999999995,0.42999999999999994,0.574,0.79
1,0.12,0.04999999999999999,0.22000000000000003,0.701,0.91
0,0.19999999999999996,0.61,0.34,0.583,1.66
0,0.3,0.10999999999999999,0.18999999999999995,0.556,1.12
1,0.010000000000000009,0.04999999999999999,0.31,0.6809999999999999,0.99
0,0.59,0.25999999999999995,0.55,0.564,0.5800000000000001
0,0.37000000000000005,0.42000000000000004,0.040000000000000036,0.5,1.1
1,0.31,0.24,0.26,0.611,1.1300000000000001
0,0.42000000000000004,0.39999999999999997,0.010000000000000009,0.503,1.19
1,0.29000000000000004,0.10999999999999999,0.46,0.8,0.7599999999999999
0,0.39,0.26999999999999996,0.08999999999999997,0.529,1.01
0,0.09000000000000008,0.16000000000000003,0.030000000000000027,0.574,1.73
0,0.24,0.25,0.24,0.552,0.8200000000000001
0,0.10999999999999999,0.52,0.36,0.657,0.5599999999999998
0,0.09000000000000002,0.060000000000000026,0.48,0.521,1.06
1,0.15999999999999998,0.53,0.12,0.778,1.28
0,0.26,0.030000000000000027,0.55,0.59,1.13
0,0.06999999999999995,0.26,0.10999999999999999,0.826,0.45
0,0.47000000000000003,0.07,0.010000000000000009,0.6940000000000001,0.83
1,0.15,0.04999999999999999,0.3500000000000001,0.82,0.9000000000000001
0,0.04999999999999999,0.32,0.19999999999999996,0.574,0.7999999999999999
1,0.47000000000000003,0.2,0.44,0.47600000000000003,1.3599999999999999
0,0.06999999999999995,0.3,0.039999999999999925,0.61,1.2000000000000002
0,0.39,0.10999999999999999,0.41000000000000003,0.603,0.9199999999999999
1,0.36,0.10999999999999999,0.28,0.8809999999999999,0.8900000000000001
0,0.10999999999999999,0.22999999999999998,0.030000000000000027,0.875,0.8999999999999999
0,0.16999999999999993,0.21999999999999997,0.18000000000000005,0.8,0.8400000000000001
0,0.17999999999999994,0.24,0.4,0.691,0.86
0,0.22999999999999998,0.33,0.65,0.507,1.0699999999999998
0,0.28,0.06000000000000005,0.040000000000000036,0.743,1.6999999999999997
0,0.13,0.5800000000000001,0.24,0.615,1.1900000000000002
0,0.11999999999999997,0.22000000000000003,0.23,0.595,0.6099999999999999
0,0.15999999999999992,0.35,0.050000000000000044,0.652,0.98
0,0.55,0.51,0.5,0.369,1.04
0,0.66,0.019999999999999907,0.20999999999999996,0.521,0.6300000000000001
0,0.28,0.56,0.27999999999999997,0.534,1.31
0,0.26999999999999996,0.21000000000000002,0.28,0.644,1.46
1,0.08999999999999997,0.07000000000000006,0.53,0.742,0.98
0,0.010000000000000009,0.5900000000000001,0.3400000000000001,0.648,0.8999999999999999
1,0.5900000000000001,0.5,0.04999999999999999,0.679,1.3399999999999999
0,0.08000000000000002,0.010000000000000009,0.27,0.5720000000000001,1.06
0,0.12,0.30999999999999994,0.15000000000000002,0.622,0.41999999999999993
0,0.12,0.36,0.030000000000000027,0.604,0.94
0,0.52,0.14,0.10000000000000003,0.5539999999999999,1.79
0,0.21999999999999997,0.15000000000000002,0.19999999999999996,0.503,0.8799999999999999
0,0.33999999999999997,0.020000000000000018,0.04000000000000001,0.6,0.79
0,0.030000000000000027,0.13999999999999996,0.29000000000000004,0.631,0.91
0,0.19,0.19,0.34,0.679,0.65
0,0.24,0.1399999999999999,0.28,0.643,1.3200000000000003
0,0.22999999999999998,0.21999999999999997,0.35,0.594,1.03
1,0.10000000000000003,0.24,0.43,0.8079999999999999,1.1300000000000001
0,0.29000000000000004,0.19999999999999996,0.12,0.519,1.35
0,0.22999999999999998,0.39,0.43000000000000005,0.47600000000000003,1.1099999999999999
0,0.39,0.32999999999999996,0.36,0.5870000000000001,1.26
0,0.07999999999999996,0.06999999999999995,0.14,0.594,1.2200000000000002
0,0.16000000000000003,0.7999999999999999,0.29,0.624,1.02
0,0.04999999999999999,0.43,0.1,0.637,0.7300000000000002
0,0.27,0.51,0.31000000000000005,0.514,0.9400000000000002
1,0.14,0.0,0.34,0.8909999999999999,0.7900000000000001
0,0.020000000000000018,0.32,0.04999999999999999,0.691,0.91
0,0.13999999999999996,0.3400000000000001,0.07999999999999996,0.603,0.85
1,0.38999999999999996,0.13,0.51,0.479,1.6700000000000002
0,0.6,0.08999999999999997,0.38,0.597,1.09
0,0.18000000000000005,0.77,0.78,0.541,1.2800000000000002
0,0.37,0.15000000000000002,0.04999999999999993,0.599,1.04
0,0.31999999999999995,0.10000000000000003,0.61,0.7040000000000001,1.06
0,0.10999999999999999,0.040000000000000036,0.08999999999999997,0.621,1.1600000000000001
0,0.18,0.18,0.15,0.578,1.31
0,0.27,0.5800000000000001,0.21999999999999997,0.547,0.76
1,0.25000000000000006,0.3499999999999999,0.22,0.616,0.69
1,0.41,0.08000000000000007,0.010000000000000009,0.647,0.38
0,0.26999999999999996,0.21999999999999997,0.10999999999999999,0.61,0.3800000000000001
1,0.36,0.25999999999999995,0.2899999999999999,0.82,0.8300000000000001
0,0.15999999999999998,0.14,0.4,0.535,0.77
1,0.19999999999999996,0.13999999999999996,0.14,0.785,1.46
1,0.31999999999999995,0.020000000000000018,0.47,0.6940000000000001,1.0800000000000003
0,0.39,0.22,0.5,0.68,1.06
1,0.10999999999999999,0.2899999999999999,0.05999999999999994,0.695,0.8299999999999998
1,0.27,0.6699999999999999,0.16999999999999998,0.795,0.3200000000000001
0,0.3,0.010000000000000009,0.39,0.609,0.8500000000000002
0,0.06000000000000005,0.4099999999999999,0.56,0.6779999999999999,1.36
0,0.21999999999999997,0.019999999999999962,0.37999999999999995,0.6809999999999999,0.43000000000000005
0,0.06000000000000005,0.03999999999999998,0.009999999999999953,0.8340000000000001,1.3599999999999999
0,0.6599999999999999,0.44000000000000006,0.24000000000000005,0.365,0.74
0,0.41,0.29,0.09000000000000008,0.5589999999999999,1.4300000000000002
0,0.040000000000000036,0.14,0.59,0.71,1.3800000000000001
0,0.26,0.20999999999999996,0.33,0.652,0.36000000000000004
0,0.010000000000000009,0.0,0.30999999999999994,0.745,0.9099999999999999
1,0.10000000000000003,0.010000000000000009,0.07999999999999996,0.784,0.6100000000000001
0,0.64,0.37000000000000005,0.1499999999999999,0.601,0.57
0,0.30999999999999994,0.29000000000000004,0.020000000000000004,0.7,1.04
0,0.2300000000000001,0.10999999999999999,0.06,0.456,1.33
0,0.32999999999999996,0.58,0.16,0.563,1.61
0,0.29000000000000004,0.45,0.040000000000000036,0.655,0.5900000000000001
0,0.10999999999999999,0.30999999999999994,0.32999999999999996,0.521,0.8400000000000001
0,0.39,0.55,0.41000000000000003,0.51,0.8400000000000001
0,0.13999999999999999,0.20000000000000007,0.29,0.507,1.2900000000000003
0,0.030000000000000027,0.09999999999999998,0.30999999999999994,0.638,0.99
1,0.29999999999999993,0.19999999999999996,0.010000000000000009,0.757,0.6499999999999998
1,0.55,0.33999999999999997,0.17,0.65,1.1800000000000002
0,0.35,0.30999999999999994,0.19000000000000006,0.52,0.83
0,0.07999999999999996,0.12,0.050000000000000044,0.723,0.53
1,0.31000000000000005,0.16000000000000003,0.14,0.815,1.06
0,0.44000000000000006,0.21999999999999997,0.11000000000000001,0.611,0.8800000000000001
0,0.019999999999999962,0.54,0.52,0.645,0.52
0,0.10000000000000003,0.49,0.39,0.634,1.4100000000000001
0,0.040000000000000036,0.26,0.12,0.7390000000000001,0.4599999999999999
0,0.08000000000000007,0.26999999999999996,0.57,0.7,0.6200000000000001
0,0.04999999999999999,0.040000000000000036,0.7,0.562,0.8599999999999999
0,0.1399999999999999,0.36,0.09999999999999998,0.628,0.67
0,0.12999999999999995,0.19999999999999996,0.53,0.687,0.81
0,0.15999999999999992,0.19999999999999996,0.030000000000000027,0.6659999999999999,1.56
0,0.32000000000000006,0.15000000000000002,0.13,0.529,1.3499999999999999
0,0.010000000000000009,0.08000000000000002,0.35000000000000003,0.691,0.6699999999999999
0,0.09999999999999998,0.31000000000000005,0.63,0.6,1.38
0,0.43,0.53,0.030000000000000027,0.522,0.8000000000000002
1,0.25,0.06999999999999995,0.24000000000000005,0.562,1.05
0,0.040000000000000036,0.6499999999999999,0.26000000000000006,0.588,0.92
0,0.11000000000000001,0.5499999999999999,0.10999999999999999,0.618,0.72
0,0.39999999999999997,0.22999999999999998,0.59,0.501,1.01
0,0.22999999999999998,0.73,0.15999999999999998,0.5920000000000001,0.87
0,0.06000000000000005,0.17000000000000004,0.31999999999999995,0.526,1.0399999999999998
0,0.08000000000000002,0.07999999999999996,0.039999999999999925,0.629,0.7199999999999999
0,0.15000000000000002,0.11999999999999997,0.06,0.735,1.02
1,0.09999999999999998,0.04999999999999999,0.26999999999999996,0.684,1.23
0,0.2799999999999999,0.59,0.020000000000000018,0.62,1.7000000000000002
1,0.12,0.23000000000000004,0.72,0.636,1.31
0,0.13999999999999996,0.36,0.010000000000000009,0.633,0.36999999999999994
0,0.08999999999999997,0.15999999999999998,0.45000000000000007,0.563,0.73
0,0.43999999999999995,0.13000000000000006,0.32999999999999996,0.624,0.6800000000000002
1,0.32000000000000006,0.030000000000000027,0.27999999999999997,0.688,1.3900000000000001
0,0.18999999999999995,0.07000000000000003,0.2,0.7090000000000001,1.2999999999999998
0,0.06000000000000005,0.13999999999999999,0.14,0.544,0.89
0,0.29000000000000004,0.13,0.48999999999999994,0.45799999999999996,1.13
0,0.15999999999999998,0.14,0.10999999999999999,0.662,0.9800000000000001
0,0.56,0.48000000000000004,0.39999999999999997,0.6559999999999999,1.46
0,0.5800000000000001,0.49,0.24,0.541,1.19
0,0.22000000000000003,0.19000000000000006,0.15000000000000002,0.652,0.74
1,0.38,0.13,0.16000000000000003,0.685,1.4700000000000002
0,0.26999999999999996,0.8500000000000001,0.05000000000000002,0.429,1.3599999999999999
0,0.23999999999999994,0.08000000000000002,0.24,0.612,0.9299999999999999
1,0.38999999999999996,0.22000000000000003,0.37999999999999995,0.772,0.9299999999999999
0,0.17999999999999994,0.2,0.06,0.725,0.3400000000000001
0,0.020000000000000018,0.06999999999999995,0.77,0.659,0.5800000000000001
0,0.25,0.53,0.13,0.636,0.86
0,0.20000000000000007,0.2300000000000001,0.49,0.7140000000000001,0.6200000000000001
0,0.09999999999999998,0.07999999999999996,0.15000000000000002,0.6759999999999999,0.77
1,0.14,0.08000000000000007,0.32000000000000006,0.732,0.76
0,0.03999999999999998,0.15000000000000002,0.09999999999999998,0.758,0.5099999999999999
0,0.09999999999999998,0.64,0.49,0.441,0.78
1,0.34,0.21999999999999997,0.21999999999999997,0.644,0.99
1,0.30000000000000004,0.36,0.0,0.7170000000000001,1.06
0,0.21000000000000008,0.37,0.37000000000000005,0.568,1.04
1,0.06,0.10000000000000003,0.09000000000000002,0.838,1.09
1,0.28,0.030000000000000027,0.19999999999999998,0.7240000000000001,1.31
0,0.31,0.5,0.4,0.636,1.5
0,0.09000000000000002,0.55,0.42999999999999994,0.535,1.4500000000000002
0,0.09000000000000002,0.48,0.3,0.5760000000000001,1.03
0,0.09000000000000002,0.29,0.21999999999999997,0.636,0.6300000000000001
0,0.07000000000000006,0.37999999999999995,0.13,0.745,0.5699999999999998
1,0.12000000000000005,0.12000000000000002,0.07999999999999996,0.8290000000000001,0.45999999999999996
1,0.09999999999999998,0.21999999999999997,0.32999999999999996,0.684,0.5599999999999999
0,0.15999999999999998,0.06000000000000005,0.20999999999999996,0.583,0.71
0,0.25,0.11999999999999994,0.43999999999999995,0.5920000000000001,0.9700000000000001
0,0.13,0.51,0.26,0.606,0.99
0,0.09000000000000002,0.36000000000000004,0.21000000000000002,0.75,1.1600000000000001
0,0.2,0.37999999999999995,0.52,0.677,0.8900000000000001
1,0.32999999999999996,0.41,0.24,0.56,0.94
0,0.06999999999999998,0.45,0.18,0.6629999999999999,0.8099999999999999
0,0.5800000000000001,0.6799999999999999,0.45000000000000007,0.447,0.8600000000000001
0,0.16000000000000003,0.21000000000000002,0.22000000000000003,0.643,1.32
0,0.30000000000000004,0.6000000000000001,0.25,0.348,1.04
0,0.15999999999999998,0.07999999999999996,0.3,0.667,1.31
0,0.33,0.34,0.06000000000000005,0.57,1.09
0,0.57,0.17000000000000004,0.49999999999999994,0.457,0.6700000000000002
1,0.18000000000000005,0.010000000000000009,0.71,0.938,1.04
0,0.17999999999999994,0.09999999999999998,0.79,0.7070000000000001,1.23
0,0.4,0.07,0.24000000000000005,0.664,1.04
0,0.22000000000000003,0.10999999999999999,0.07000000000000006,0.7340000000000001,0.9
0,0.17999999999999994,0.7,0.35000000000000003,0.511,0.77
0,0.26,0.55,0.64,0.547,0.9199999999999999
1,0.16000000000000003,0.44999999999999996,0.03,0.69,0.8700000000000001
0,0.39999999999999997,0.15000000000000002,0.37,0.584,1.35
1,0.27999999999999997,0.10999999999999999,0.08000000000000002,0.8909999999999999,1.03
0,0.26,0.18,0.21000000000000002,0.557,0.52
0,0.08999999999999997,0.27999999999999997,0.06,0.575,1.6300000000000003
1,0.1499999999999999,0.42,0.050000000000000044,0.81,1.6600000000000001
0,0.08999999999999997,0.54,0.29,0.784,1.4800000000000002
0,0.21999999999999997,0.22999999999999998,0.29,0.653,1.28
1,0.23000000000000004,0.06,0.18999999999999995,0.8540000000000001,1.33
0,0.22999999999999998,0.10999999999999999,0.7000000000000001,0.6609999999999999,0.9600000000000001
0,0.54,0.2,0.09999999999999998,0.603,1.09
1,0.34,0.30999999999999994,0.25,0.862,1.4300000000000002
1,0.15999999999999992,0.25,0.5900000000000001,0.743,1.17
1,0.040000000000000036,0.47,0.20999999999999996,0.693,1.23
0,0.14,0.13,0.14,0.5579999999999999,0.79
1,0.09999999999999998,0.41,0.1399999999999999,0.5539999999999999,0.81
0,0.44,0.76,0.43000000000000005,0.452,0.7600000000000001
0,0.08000000000000002,0.20999999999999996,0.26000000000000006,0.657,1.03
0,0.24,0.12,0.4600000000000001,0.703,2.0999999999999996
0,0.030000000000000027,0.25,0.45000000000000007,0.654,1.1300000000000001
1,0.29,0.87,0.22999999999999998,0.631,1.07
1,0.08000000000000002,0.03999999999999998,0.27,0.7709999999999999,0.51
0,0.24000000000000005,0.13,0.09999999999999998,0.762,0.6400000000000001
0,0.010000000000000009,0.31999999999999995,0.26999999999999996,0.688,1.1400000000000001
0,0.26,0.14,0.04999999999999999,0.601,1.05
0,0.010000000000000009,0.33,0.009999999999999981,0.605,1.59
1,0.21000000000000008,0.07999999999999996,0.34,0.772,1.4299999999999997
0,0.13,0.07,0.39,0.75,1.2
1,0.12,0.47,0.03999999999999998,0.8109999999999999,0.26000000000000006
